,Tenure,WarehouseToHome,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile Phone,MaritalStatus_Married,MaritalStatus_Single
2812,1.0,9.0,4,5,8,1,3.0,145.42,1,False,False,True,True,False
2813,10.0,16.0,3,5,7,0,3.0,134.52,0,False,False,True,False,False
2814,16.0,9.0,5,4,6,0,1.0,173.41,0,False,False,True,True,False
2815,4.0,8.0,5,2,5,1,0.0,127.78,1,False,False,True,True,False
2816,8.0,24.0,3,5,1,0,4.0,155.61,0,False,True,False,True,False
2817,7.0,35.0,3,4,4,0,3.0,192.5,0,False,False,False,True,False
2818,7.0,12.0,4,4,7,0,0.0,145.05,0,False,True,False,True,False
2819,24.0,24.0,5,5,7,0,12.0,257.69,0,False,False,False,True,False
2820,5.0,30.0,3,1,2,0,7.0,153.09,0,False,True,False,True,False
2823,10.0,25.0,3,2,6,0,1.0,161.88,0,False,False,True,False,False
2824,1.0,23.0,2,1,3,1,1.0,154.35,0,False,False,True,True,False
2825,9.0,10.0,3,1,10,1,0.0,122.85,1,False,False,True,False,True
2829,3.0,14.0,5,2,8,0,4.0,150.32,0,False,False,True,True,False
2830,12.0,6.0,4,1,2,0,3.0,227.42,0,True,False,False,True,False
2831,3.0,7.0,4,3,3,0,10.0,168.19,0,False,True,False,False,False
2832,4.0,29.0,4,5,2,0,9.0,209.12,0,False,False,False,True,False
2835,1.0,32.0,2,2,3,1,2.0,154.94,0,False,False,True,False,True
2836,2.0,8.0,4,3,2,1,3.0,146.54,0,False,False,True,False,True
2837,8.0,6.0,5,1,2,0,1.0,129.77,0,False,False,True,True,False
2838,16.0,9.0,5,1,5,0,1.0,192.81,0,False,True,False,False,True
2842,24.0,9.0,3,4,4,0,0.0,237.34,0,True,False,False,False,True
2844,7.0,14.0,4,4,2,0,3.0,168.02,0,False,True,False,False,False
2845,14.0,7.0,3,5,1,0,7.0,141.03,0,False,True,False,True,False
2847,4.0,12.0,5,2,11,0,4.0,162.61,0,False,False,True,True,False
2848,11.0,14.0,3,4,6,0,8.0,125.92,0,False,False,True,True,False
2849,12.0,32.0,5,4,5,0,2.0,245.61,0,False,False,False,True,False
2850,5.0,6.0,3,1,2,0,7.0,204.22,0,False,False,False,True,False
2851,5.0,14.0,3,2,6,0,8.0,194.29,0,False,True,False,False,False
2852,25.0,8.0,4,1,8,0,2.0,132.12,0,False,False,True,False,True
2853,4.0,14.0,4,3,3,0,1.0,137.74,0,False,False,True,True,False
2854,5.0,9.0,4,5,9,0,4.0,178.32,0,False,True,False,False,True
2857,0.0,16.0,3,3,2,1,1.0,110.09,1,False,False,True,False,True
2862,3.0,7.0,2,3,10,1,3.0,187.94,0,False,True,False,False,True
2863,13.0,9.0,5,2,10,0,5.0,177.04,0,False,True,False,False,False
2865,18.0,13.0,1,3,5,0,2.0,164.34,0,False,True,False,True,False
2867,29.0,27.0,4,2,5,1,9.0,179.15,0,False,True,False,False,False
2868,1.0,7.0,5,1,1,0,5.0,166.74,0,False,True,False,True,False
2869,10.0,14.0,4,1,4,0,2.0,171.78,0,False,False,True,False,True
2871,9.0,33.0,3,4,3,0,2.0,123.11,0,False,False,True,False,True
2872,1.0,12.0,5,2,3,1,9.0,253.08,0,False,False,False,True,False
2873,13.0,6.0,4,4,2,0,11.0,235.03,0,True,False,False,True,False
2874,7.0,32.0,4,3,3,0,2.0,170.39,0,False,True,False,True,False
2875,3.0,30.0,4,1,11,0,3.0,147.01,0,False,False,True,False,True
2876,9.0,6.0,4,3,1,0,2.0,143.74,0,False,True,False,True,False
2877,25.0,28.0,4,1,2,1,1.0,179.41,0,False,True,False,False,True
2878,13.0,28.0,5,1,5,1,5.0,186.2,0,False,True,False,True,False
2879,6.0,20.0,3,4,2,0,6.0,127.56,0,False,False,True,False,False
2880,0.0,14.0,3,2,2,0,2.0,123.23,0,False,False,True,False,False
2881,8.0,8.0,4,5,7,0,4.0,154.96,0,False,False,True,True,False
2883,11.0,16.0,4,1,3,1,3.0,148.26,0,False,False,True,True,False
2884,3.0,8.0,2,3,10,1,3.0,187.94,0,False,True,False,False,True
2885,19.0,35.0,4,1,6,0,4.0,146.32,0,False,False,True,True,False
2886,15.0,14.0,3,3,5,0,0.0,139.68,0,False,False,True,False,True
2888,23.0,25.0,4,1,3,1,8.0,193.04,0,False,True,False,True,False
2889,8.0,9.0,4,2,3,0,5.0,187.74,0,False,True,False,False,True
2891,11.0,9.0,4,3,6,1,3.0,221.02,0,False,True,False,True,False
2892,9.0,21.0,5,2,1,1,3.0,121.68,0,False,False,True,False,False
2893,12.0,9.0,2,5,8,1,13.0,184.8,0,False,True,False,False,True
2895,2.0,16.0,4,1,3,0,5.0,145.7,0,False,False,True,True,False
2898,1.0,29.0,5,4,3,0,1.0,153.63,1,False,False,True,True,False
2899,9.0,6.0,5,3,2,0,0.0,113.59,1,False,False,True,False,True
2902,7.0,7.0,2,5,4,0,4.0,178.76,0,False,True,False,True,False
2903,9.0,10.0,4,5,2,0,0.0,121.09,0,False,False,True,True,False
2904,2.0,15.0,4,2,1,0,2.0,139.83,0,False,False,True,False,True
2907,3.0,22.0,5,3,2,1,9.0,166.93,0,False,True,False,False,True
2908,1.0,7.0,5,5,3,0,3.0,222.14,1,False,True,False,True,False
2909,3.0,26.0,5,3,3,0,3.0,211.2,0,False,True,False,True,False
2911,24.0,7.0,5,3,4,0,3.0,161.9,0,False,False,True,True,False
2912,12.0,9.0,5,3,5,1,3.0,202.56,0,False,False,False,True,False
2914,8.0,10.0,5,1,5,1,2.0,206.03,0,False,True,False,True,False
2915,11.0,16.0,5,4,3,0,4.0,166.89,0,False,True,False,True,False
2917,0.0,14.0,3,3,2,0,0.0,123.18,0,False,False,True,False,True
2918,7.0,7.0,5,2,2,0,5.0,194.49,0,False,True,False,False,True
2919,0.0,14.0,4,5,7,1,0.0,124.04,1,False,False,True,False,True
2920,7.0,30.0,3,3,4,1,0.0,131.61,1,False,False,True,True,False
2921,10.0,16.0,1,1,2,1,8.0,237.44,0,False,False,False,True,False
2922,0.0,16.0,5,1,8,0,3.0,134.08,1,False,False,True,True,False
2923,0.0,14.0,4,5,7,0,7.0,123.62,1,False,False,True,False,True
2924,4.0,8.0,4,5,4,0,0.0,164.1,0,False,True,False,True,False
2925,1.0,31.0,6,2,3,1,1.0,148.4,1,False,False,True,False,True
2926,1.0,16.0,4,5,3,0,1.0,142.9,1,False,False,True,True,False
2927,0.0,15.0,5,4,2,0,2.0,127.6,1,False,False,True,False,True
2928,25.0,25.0,3,2,1,0,2.0,142.58,0,False,False,True,False,False
2929,6.0,14.0,4,2,6,0,3.0,217.04,0,False,True,False,False,False
2930,29.0,11.0,4,3,2,1,3.0,165.35,0,False,True,False,True,False
2932,10.0,25.0,3,3,4,0,2.0,157.68,0,False,True,False,True,False
2934,1.0,7.0,5,4,3,1,3.0,146.74,1,False,False,True,False,True
2935,9.0,14.0,5,5,2,1,7.0,121.19,1,False,False,True,True,False
2936,13.0,8.0,4,3,3,0,2.0,128.09,0,False,False,True,False,True
2937,1.0,10.0,4,3,11,0,1.0,170.77,1,False,True,False,False,True
2938,0.0,19.0,4,5,6,1,2.0,161.34,1,False,True,False,True,False
2939,3.0,28.0,4,3,3,1,0.0,163.8,1,False,True,False,False,False
2940,3.0,16.0,5,1,2,0,3.0,164.83,0,False,False,True,False,True
2942,1.0,24.0,4,4,3,0,1.0,147.1,1,False,False,True,True,False
2944,3.0,22.0,6,2,2,1,4.0,146.68,0,False,False,True,False,False
2947,14.0,28.0,3,1,4,1,3.0,154.67,0,False,True,False,True,False
2948,19.0,17.0,4,1,5,0,3.0,151.54,0,False,False,True,True,False
2949,8.0,17.0,3,3,8,1,2.0,126.6,0,False,False,True,True,False
2951,0.0,20.0,3,1,1,1,7.0,175.53,1,False,False,False,False,True
2953,21.0,10.0,4,3,8,0,3.0,209.99,0,False,False,False,False,True
2956,12.0,7.0,4,3,6,1,1.0,203.61,0,False,False,False,False,True
2957,0.0,12.0,3,3,1,0,2.0,127.73,0,False,False,True,False,False
2958,9.0,16.0,5,4,11,0,1.0,190.4,0,False,True,False,False,True
2959,18.0,9.0,4,3,7,1,3.0,227.09,0,False,False,False,False,True
2961,9.0,32.0,4,3,3,1,3.0,228.88,0,False,False,False,True,False
2962,9.0,16.0,2,3,4,1,7.0,122.13,0,False,False,True,False,False
2964,29.0,29.0,3,4,5,1,9.0,234.02,0,True,False,False,True,False
2966,27.0,5.0,3,3,8,0,0.0,137.8,0,False,True,False,False,True
2968,1.0,8.0,5,5,3,0,3.0,222.14,1,False,True,False,True,False
2969,0.0,22.0,1,5,2,0,14.0,127.43,1,False,False,True,False,True
2970,1.0,24.0,5,4,3,0,1.0,146.27,0,False,False,True,True,False
2971,8.0,30.0,4,3,2,0,8.0,170.68,0,False,True,False,False,True
2973,18.0,26.0,3,1,1,1,10.0,234.96,0,True,False,False,True,False
2974,0.0,6.0,3,4,2,0,4.0,163.97,0,False,True,False,True,False
2975,20.0,14.0,3,3,5,0,0.0,124.79,1,False,False,True,False,True
2977,6.0,7.0,5,4,8,0,3.0,148.32,0,False,False,True,False,False
2978,13.0,25.0,3,2,9,1,7.0,127.41,0,False,True,False,False,False
2979,9.0,7.0,3,1,2,0,0.0,116.11,0,False,False,True,False,True
2980,23.0,15.0,4,4,6,0,8.0,199.03,0,False,False,False,True,False
2981,27.0,20.0,3,5,3,0,4.0,169.5,0,False,True,False,True,False
2982,19.0,14.0,2,3,6,0,3.0,189.34,0,False,True,False,True,False
2983,1.0,16.0,5,5,2,1,3.0,148.21,1,False,False,True,False,True
2985,0.0,8.0,3,1,7,1,2.0,137.22,1,False,False,True,False,False
2986,2.0,17.0,4,3,5,0,8.0,161.6,0,False,True,False,False,True
2987,7.0,8.0,3,3,3,0,2.0,140.33,0,False,True,False,False,True
2989,4.0,19.0,4,3,2,0,5.0,190.77,0,False,True,False,False,True
2990,15.0,8.0,3,2,2,0,2.0,140.89,0,False,True,False,False,False
2992,9.0,16.0,3,5,8,1,7.0,183.21,0,False,False,False,True,False
2993,2.0,27.0,1,5,2,0,8.0,199.8,0,False,False,False,True,False
2994,1.0,16.0,4,3,3,0,3.0,152.42,1,False,False,True,True,False
2996,19.0,9.0,4,4,2,0,8.0,173.05,0,False,True,False,False,False
2997,12.0,9.0,4,5,5,0,8.0,193.93,0,False,True,False,True,False
3001,1.0,26.0,5,5,3,0,8.0,165.66,0,False,False,True,True,False
3002,13.0,15.0,4,2,10,0,2.0,148.76,0,False,True,False,False,False
3003,1.0,35.0,3,5,8,1,0.0,166.73,1,False,True,False,False,False
3004,28.0,8.0,3,4,4,0,3.0,209.76,0,False,False,False,False,False
3005,12.0,14.0,3,3,2,0,7.0,137.55,0,False,False,True,False,False
3006,27.0,8.0,3,3,10,0,3.0,235.49,0,False,False,False,True,False
3010,9.0,15.0,3,1,5,0,3.0,200.96,1,False,False,False,True,False
3011,9.0,6.0,3,5,3,0,2.0,120.8,0,False,False,True,False,True
3014,0.0,14.0,3,1,2,0,4.0,134.45,0,False,False,True,False,True
3016,23.0,7.0,4,5,4,0,3.0,160.8,0,False,False,True,False,False
3017,0.0,6.0,4,5,2,0,3.0,139.55,0,False,False,True,False,False
3019,7.0,8.0,3,2,2,0,11.0,166.87,0,False,True,False,False,True
3020,9.0,11.0,4,5,10,1,0.0,134.19,0,False,False,True,True,False
3021,8.0,22.0,4,1,3,0,6.0,204.78,1,False,False,False,True,False
3022,6.0,15.0,2,3,7,0,4.0,176.75,0,False,True,False,True,False
3023,7.0,15.0,3,2,1,0,6.0,185.0,0,False,False,False,True,False
3025,9.0,12.0,3,1,1,0,11.0,132.1,0,False,False,True,True,False
3028,1.0,10.0,4,3,2,1,3.0,166.71,1,False,True,False,False,False
3029,3.0,11.0,4,3,2,0,2.0,161.18,0,False,True,False,True,False
3030,12.0,18.0,3,4,5,0,0.0,152.95,0,False,True,False,True,False
3031,15.0,14.0,4,5,1,1,8.0,125.93,0,False,False,True,True,False
3032,1.0,11.0,5,2,3,1,4.0,169.87,0,False,True,False,False,True
3033,23.0,14.0,5,3,10,0,1.0,234.65,0,False,False,False,False,True
3034,9.0,25.0,4,3,3,1,3.0,181.89,0,False,True,False,True,False
3036,1.0,17.0,5,5,3,0,1.0,139.16,1,False,False,True,False,True
3040,15.0,35.0,5,2,5,0,0.0,142.72,0,False,True,False,False,True
3041,8.0,6.0,3,3,2,0,8.0,187.89,0,False,False,False,False,True
3042,10.0,23.0,5,5,6,0,3.0,181.47,0,False,True,False,True,False
3043,10.0,27.0,3,2,6,0,0.0,129.73,0,False,False,True,False,False
3044,3.0,10.0,4,3,6,1,1.0,177.38,1,False,True,False,False,False
3047,9.0,23.0,4,4,2,0,0.0,121.27,0,False,False,True,True,False
3051,1.0,9.0,2,5,9,0,2.0,159.24,0,False,False,True,False,True
3052,1.0,10.0,4,1,3,0,1.0,142.06,0,False,False,True,True,False
3054,19.0,11.0,4,4,3,0,9.0,169.47,0,False,True,False,True,False
3055,9.0,27.0,1,4,2,0,13.0,120.28,0,False,False,True,True,False
3056,1.0,10.0,5,2,3,1,3.0,228.25,1,False,False,False,False,False
3059,21.0,8.0,2,4,4,0,2.0,181.2,0,False,True,False,False,False
3060,17.0,34.0,1,2,4,1,11.0,233.2,0,True,False,False,False,False
3061,2.0,7.0,4,5,3,0,3.0,160.91,0,False,False,True,True,False
3062,2.0,8.0,3,4,1,0,2.0,131.8,0,False,False,True,False,False
3063,3.0,6.0,3,4,1,1,7.0,135.79,0,False,False,True,False,False
3064,9.0,17.0,4,2,3,0,3.0,164.17,0,False,False,True,True,False
3067,1.0,7.0,5,3,3,1,1.0,154.33,0,False,False,True,True,False
3071,2.0,9.0,4,4,6,0,5.0,173.55,1,False,True,False,True,False
3075,14.0,29.0,3,3,4,1,2.0,170.82,0,False,False,False,False,True
3076,1.0,8.0,4,4,3,1,3.0,148.02,1,False,False,True,False,True
3077,1.0,7.0,4,2,4,1,1.0,147.93,1,False,False,True,False,False
3078,2.0,9.0,5,4,2,0,5.0,157.01,0,False,False,True,True,False
3079,3.0,12.0,4,1,1,0,7.0,146.27,0,False,True,False,True,False
3080,12.0,16.0,4,1,4,0,4.0,172.71,0,False,False,True,True,False
3082,11.0,26.0,4,4,6,0,1.0,155.22,0,False,False,True,True,False
3085,6.0,15.0,2,3,7,0,4.0,176.75,0,False,True,False,False,False
3086,1.0,9.0,4,4,3,0,3.0,147.26,0,False,False,True,True,False
3088,14.0,11.0,1,4,4,0,2.0,168.7,0,False,True,False,False,True
3090,2.0,36.0,6,4,3,0,8.0,190.49,0,False,True,False,True,False
3091,4.0,10.0,3,4,2,0,7.0,193.55,1,False,True,False,False,True
3092,3.0,9.0,4,1,9,0,6.0,246.69,1,True,False,False,True,False
3094,11.0,23.0,4,3,1,0,9.0,188.23,0,False,False,False,True,False
3095,11.0,7.0,3,1,8,0,9.0,147.35,0,False,True,False,True,False
3096,10.0,16.0,2,2,4,0,0.0,146.8,0,False,False,True,False,True
3097,11.0,6.0,3,4,1,0,8.0,144.4,0,False,True,False,True,False
3099,1.0,34.0,4,1,3,1,8.0,183.13,1,False,True,False,False,True
3100,14.0,33.0,4,5,3,0,6.0,208.96,0,False,True,False,False,False
3101,9.0,6.0,3,1,2,0,7.0,121.15,0,False,False,True,False,True
3102,26.0,10.0,5,3,4,1,5.0,204.69,0,False,False,False,False,False
3103,28.0,16.0,4,3,5,0,4.0,153.97,0,False,True,False,True,False
3105,1.0,20.0,4,4,7,0,1.0,182.65,1,False,True,False,False,True
3106,1.0,7.0,5,4,3,1,3.0,145.7,0,False,False,True,False,True
3107,5.0,13.0,3,2,5,0,3.0,192.04,0,False,True,False,False,False
3108,1.0,31.0,5,4,2,1,11.0,170.99,1,False,True,False,False,True
3109,18.0,10.0,3,4,2,0,8.0,144.47,0,False,True,False,False,False
3111,1.0,11.0,4,1,11,1,1.0,147.85,1,False,False,True,False,True
3112,1.0,31.0,4,4,10,0,3.0,160.97,0,False,False,True,False,True
3113,9.0,28.0,4,2,3,1,8.0,165.14,0,False,True,False,False,False
3117,18.0,8.0,4,1,6,1,3.0,156.95,0,False,False,True,True,False
3118,11.0,6.0,1,1,1,0,8.0,176.25,0,False,True,False,False,True
3121,27.0,15.0,3,3,4,0,3.0,128.97,0,False,True,False,True,False
3123,4.0,7.0,6,3,5,0,3.0,163.33,0,False,False,True,False,False
3124,8.0,20.0,4,3,3,0,3.0,211.28,0,False,False,False,True,False
3125,1.0,18.0,4,5,2,0,5.0,145.99,0,False,False,True,True,False
3127,12.0,10.0,4,2,10,1,1.0,193.61,0,False,True,False,False,True
3128,17.0,34.0,4,5,10,0,2.0,233.2,0,False,False,False,True,False
3129,5.0,9.0,5,5,5,0,1.0,189.1,0,False,True,False,True,False
3131,1.0,12.0,4,1,2,1,3.0,148.79,0,False,False,True,False,True
3134,20.0,8.0,3,1,2,1,0.0,267.52,0,True,False,False,True,False
3136,2.0,6.0,1,3,9,1,2.0,162.94,0,False,True,False,False,True
3138,4.0,26.0,3,4,2,1,2.0,131.4,1,False,False,True,False,True
3139,21.0,9.0,5,1,3,1,3.0,157.94,0,False,False,True,False,True
3140,5.0,7.0,3,5,5,0,2.0,140.87,0,False,True,False,True,False
3142,12.0,7.0,4,1,9,0,10.0,172.35,0,False,True,False,True,False
3145,14.0,9.0,2,4,3,0,8.0,167.44,0,False,True,False,False,False
3146,9.0,7.0,4,3,11,0,10.0,172.17,0,False,True,False,False,False
3147,5.0,9.0,4,3,3,0,4.0,159.77,0,False,False,True,True,False
3150,9.0,14.0,4,3,3,0,1.0,149.04,0,False,False,True,False,False
3151,3.0,8.0,4,5,1,0,7.0,149.68,0,False,False,True,False,True
3154,14.0,34.0,4,4,1,0,10.0,235.7,0,True,False,False,True,False
3155,26.0,32.0,5,1,5,0,1.0,263.26,0,True,False,False,True,False
3157,9.0,8.0,1,1,2,0,7.0,120.11,0,False,False,True,True,False
3158,18.0,11.0,4,4,11,0,4.0,184.33,0,False,True,False,False,True
3159,0.0,17.0,3,5,2,1,3.0,147.41,0,False,True,False,True,False
3161,10.0,6.0,4,5,3,0,2.0,139.2,0,False,False,True,False,False
3163,9.0,7.0,2,3,5,0,3.0,150.06,0,False,False,True,False,True
3164,15.0,30.0,3,5,2,1,8.0,174.06,0,False,False,False,True,False
3169,27.0,6.0,3,3,8,0,4.0,205.02,0,False,False,False,True,False
3170,9.0,14.0,3,3,2,0,8.0,200.96,0,False,False,False,True,False
3171,6.0,15.0,2,1,3,0,9.0,187.09,0,False,True,False,True,False
3174,27.0,15.0,4,2,7,0,3.0,243.36,0,True,False,False,False,False
3179,13.0,14.0,3,3,4,1,3.0,167.96,1,False,True,False,True,False
3181,9.0,21.0,3,3,2,0,2.0,122.07,0,False,False,True,True,False
3182,7.0,17.0,4,4,5,0,8.0,144.9,0,False,True,False,False,False
3183,1.0,9.0,4,3,8,1,3.0,164.77,0,False,False,True,True,False
3184,23.0,6.0,3,3,1,0,13.0,163.47,0,False,True,False,False,False
3185,28.0,6.0,4,3,9,0,1.0,162.8,0,False,True,False,False,True
3187,10.0,35.0,3,4,2,1,3.0,218.49,1,False,False,False,True,False
3190,3.0,33.0,3,1,8,0,7.0,153.04,0,False,True,False,True,False
3191,0.0,14.0,4,3,2,0,2.0,126.25,1,False,False,True,False,True
3192,9.0,6.0,3,2,3,1,0.0,122.93,1,False,False,True,False,False
3193,9.0,7.0,4,3,2,0,0.0,115.63,0,False,False,True,True,False
3195,3.0,15.0,3,3,8,1,7.0,146.95,0,False,True,False,False,True
3198,11.0,6.0,3,3,5,1,0.0,178.61,0,False,False,False,False,True
3200,3.0,26.0,3,5,1,0,2.0,199.57,0,False,True,False,True,False
3201,21.0,9.0,4,1,7,0,5.0,175.7,0,False,True,False,True,False
3202,3.0,14.0,4,2,3,1,1.0,191.23,0,False,True,False,True,False
3205,1.0,9.0,6,1,5,0,1.0,175.71,0,False,True,False,False,True
3206,5.0,32.0,3,2,1,0,2.0,144.65,0,False,True,False,False,False
3207,14.0,14.0,5,1,3,0,3.0,206.5,1,False,False,False,False,True
3208,11.0,8.0,3,3,7,1,1.0,130.57,0,False,False,True,True,False
3211,7.0,13.0,4,1,5,0,8.0,202.25,0,False,True,False,True,False
3212,10.0,10.0,4,4,3,0,8.0,161.92,0,False,False,True,True,False
3213,4.0,36.0,4,4,5,0,3.0,217.5,0,False,False,False,True,False
3215,0.0,22.0,3,4,10,0,2.0,128.11,0,False,False,True,False,False
3216,8.0,8.0,5,5,2,0,10.0,178.43,0,False,True,False,False,True
3217,1.0,23.0,6,5,3,1,1.0,148.07,1,False,False,True,True,False
3218,22.0,14.0,3,4,5,0,7.0,174.03,0,False,False,False,True,False
3219,1.0,16.0,4,5,6,0,8.0,178.46,1,False,True,False,True,False
3223,18.0,8.0,3,4,1,0,7.0,148.05,0,False,True,False,True,False
3225,2.0,14.0,3,2,2,0,5.0,123.4,0,False,False,True,False,True
3226,6.0,10.0,4,1,5,0,8.0,236.59,0,False,False,False,False,True
3228,9.0,34.0,3,1,5,0,3.0,121.32,0,False,False,True,True,False
3229,13.0,14.0,3,3,4,1,3.0,167.96,1,False,True,False,False,False
3230,10.0,6.0,3,2,3,1,2.0,236.03,0,False,False,False,True,False
3232,18.0,7.0,3,4,2,0,7.0,174.41,0,False,False,False,True,False
3236,18.0,17.0,4,1,4,1,4.0,189.65,0,False,True,False,True,False
3237,4.0,10.0,4,2,6,0,5.0,145.97,0,False,False,True,False,False
3239,1.0,16.0,4,5,5,1,4.0,207.24,1,False,True,False,False,True
3241,10.0,17.0,4,3,5,0,8.0,195.94,0,False,False,False,False,False
3242,17.0,22.0,5,1,5,0,3.0,193.04,0,False,True,False,True,False
3243,10.0,10.0,4,4,3,0,8.0,161.92,0,False,False,True,False,False
3245,2.0,14.0,3,1,5,0,7.0,125.14,0,False,False,True,True,False
3247,13.0,28.0,5,2,5,1,5.0,186.2,0,False,True,False,False,False
3248,20.0,10.0,3,3,4,0,0.0,129.76,0,False,True,False,False,True
3249,9.0,30.0,6,3,2,0,4.0,152.05,0,False,False,True,True,False
3250,4.0,9.0,3,3,10,0,2.0,236.75,0,False,False,False,True,False
3251,9.0,14.0,1,4,10,0,2.0,121.09,0,False,False,True,False,True
3252,22.0,9.0,4,2,4,0,8.0,165.51,0,False,True,False,False,False
3253,23.0,27.0,4,5,3,0,12.0,190.67,0,False,True,False,True,False
3255,5.0,13.0,4,3,2,0,8.0,154.84,0,False,True,False,False,False
3256,5.0,14.0,5,3,3,0,3.0,214.43,0,False,False,False,True,False
3260,1.0,11.0,5,2,2,0,5.0,156.62,0,False,False,True,False,False
3262,2.0,17.0,4,4,3,0,1.0,135.52,0,False,False,True,False,False
3263,0.0,17.0,1,3,1,0,3.0,140.11,0,False,True,False,True,False
3264,1.0,12.0,2,5,3,0,6.0,165.0,0,False,True,False,True,False
3265,17.0,9.0,4,1,3,0,8.0,181.75,0,False,True,False,True,False
3266,0.0,8.0,3,2,1,0,2.0,142.27,0,False,True,False,False,False
3268,13.0,8.0,4,3,7,0,0.0,134.48,0,False,True,False,False,False
3270,2.0,7.0,4,1,3,0,4.0,145.44,0,False,False,True,True,False
3271,25.0,17.0,3,3,9,0,4.0,131.49,0,False,True,False,True,False
3272,18.0,13.0,3,3,5,1,2.0,144.77,0,False,False,True,True,False
3273,6.0,16.0,4,2,3,1,6.0,188.22,0,False,True,False,False,False
3274,7.0,27.0,1,1,2,0,7.0,153.37,0,False,True,False,False,True
3276,1.0,9.0,4,5,3,0,1.0,148.41,0,False,False,True,True,False
3277,6.0,36.0,5,4,3,0,2.0,153.37,0,False,False,True,False,True
3278,11.0,34.0,2,3,6,1,4.0,188.97,1,False,True,False,False,True
3279,19.0,13.0,3,3,7,0,7.0,208.45,0,False,False,False,True,False
3280,26.0,6.0,4,4,9,0,3.0,229.45,0,False,False,False,False,True
3281,12.0,28.0,3,5,2,1,8.0,208.8,0,False,False,False,False,True
3283,11.0,13.0,4,2,6,0,2.0,190.02,0,False,True,False,False,False
3286,16.0,10.0,2,1,4,1,4.0,177.31,0,False,True,False,True,False
3287,0.0,30.0,3,4,9,0,2.0,135.97,0,False,False,True,False,True
3289,5.0,19.0,4,2,10,1,3.0,164.29,0,False,False,True,False,False
3291,14.0,15.0,5,4,4,0,9.0,262.57,0,False,False,False,True,False
3292,15.0,35.0,3,3,3,0,2.0,145.56,0,False,True,False,True,False
3297,6.0,13.0,3,5,1,0,3.0,143.73,0,False,True,False,True,False
3299,8.0,35.0,5,3,3,0,8.0,192.12,0,False,True,False,True,False
3300,6.0,13.0,3,5,1,0,3.0,143.73,0,False,True,False,False,False
3301,11.0,16.0,6,3,9,0,11.0,254.36,1,True,False,False,True,False
3302,8.0,29.0,3,5,4,1,2.0,140.14,0,False,False,True,True,False
3303,2.0,8.0,4,5,3,0,3.0,160.91,0,False,False,True,True,False
3304,8.0,13.0,4,3,3,0,11.0,173.09,0,False,True,False,False,True
3306,7.0,21.0,3,1,2,0,5.0,179.78,1,False,False,False,True,False
3308,22.0,24.0,3,1,2,1,7.0,168.04,0,False,True,False,True,False
3309,23.0,14.0,3,2,5,0,0.0,123.8,0,False,False,True,False,False
3310,0.0,15.0,1,3,2,0,4.0,144.01,0,False,False,True,True,False
3311,1.0,23.0,6,5,3,1,8.0,164.19,1,False,False,True,False,True
3313,28.0,6.0,1,2,3,0,0.0,247.32,0,True,False,False,True,False
3315,7.0,15.0,5,2,2,0,3.0,148.42,0,False,False,True,False,True
3317,0.0,10.0,4,1,2,1,4.0,158.28,1,False,True,False,False,True
3318,1.0,7.0,4,2,3,1,9.0,151.86,1,False,False,True,False,True
3320,1.0,22.0,5,5,2,0,4.0,172.74,0,False,False,True,True,False
3322,7.0,14.0,4,3,2,0,8.0,241.91000000000005,0,False,False,False,False,False
3324,12.0,17.0,4,2,3,1,4.0,181.66,0,False,True,False,False,True
3325,11.0,35.0,3,2,4,0,7.0,162.61,0,False,True,False,False,False
3326,16.0,31.0,4,5,3,1,9.0,199.06,0,False,False,False,True,False
3327,6.0,22.0,4,1,7,0,3.0,191.67,0,False,True,False,True,False
3331,9.0,7.0,5,5,3,1,7.0,202.52,0,False,False,False,True,False
3332,2.0,14.0,4,1,7,0,3.0,125.32,0,False,False,True,True,False
3335,18.0,7.0,4,5,7,1,4.0,179.54,0,False,True,False,True,False
3337,0.0,15.0,3,5,2,0,2.0,127.28,0,False,False,True,False,True
3338,18.0,31.0,4,1,1,0,8.0,159.06,0,False,True,False,True,False
3339,2.0,25.0,3,1,5,0,2.0,142.62,0,False,True,False,True,False
3341,29.0,7.0,4,1,5,0,3.0,227.39,0,False,False,False,True,False
3342,8.0,8.0,3,1,3,0,7.0,157.62,0,False,True,False,True,False
3343,27.0,7.0,5,3,6,1,3.0,254.65,0,True,False,False,True,False
3345,6.0,31.0,4,1,3,0,8.0,178.09,0,False,True,False,True,False
3347,27.0,13.0,4,2,4,0,3.0,149.5,0,False,True,False,False,True
3348,1.0,33.0,4,1,3,0,3.0,154.04,0,False,False,True,True,False
3351,5.0,7.0,6,3,2,0,5.0,168.45,0,False,True,False,True,False
3353,15.0,29.0,4,1,5,1,4.0,179.67,0,False,True,False,True,False
3354,1.0,7.0,6,3,3,0,1.0,138.59,1,False,False,True,False,True
3355,8.0,27.0,2,3,2,0,1.0,150.85,0,False,False,True,False,False
3356,7.0,27.0,2,2,2,0,7.0,153.37,0,False,True,False,False,True
3358,14.0,7.0,4,3,9,0,2.0,192.28,1,False,True,False,True,False
3359,1.0,26.0,5,4,3,1,1.0,149.13,1,False,False,True,True,False
